number,alacrity,ability,observation,logical,result
7601,95,62,69,99,8
7602,100,75,78,95,7
7603,89,90,66,76,12
7604,81,82,74,91,10
7605,62,82,86,89,2
7606,84,84,66,88,8
7607,69,64,60,82,8
7608,100,73,66,95,7
7609,95,93,61,68,11
7610,83,88,86,81,5
7611,85,62,93,69,4
7612,97,100,68,93,12
7613,77,69,100,95,1
7614,76,63,77,72,4
7615,80,100,67,65,12
7616,83,78,79,61,3
7617,86,80,68,66,11
7618,63,61,76,66,1
7619,77,81,87,79,6
7620,72,95,95,87,5
7621,96,95,84,80,11
7622,71,65,94,72,1
7623,69,85,100,67,6
7624,66,80,86,96,2
7625,95,83,91,67,3
7626,74,63,78,76,1
7627,61,70,62,97,10
7628,65,63,90,96,2
7629,67,96,63,60,12
7630,89,72,78,80,7
7631,83,88,93,87,6
7632,77,95,79,92,9
7633,100,63,81,95,7
7634,98,84,63,86,7
7635,75,61,85,60,4
7636,99,61,70,96,7
7637,90,96,66,93,9
7638,68,66,73,86,2
7639,94,78,90,93,7
7640,79,93,73,91,9
7641,90,91,82,83,12
7642,92,92,80,94,8
7643,100,93,70,77,11
7644,89,95,100,89,6
7645,70,82,87,100,2
7646,66,93,66,68,9
7647,67,69,62,65,12
7648,90,77,86,80,3
7649,67,96,81,90,9
7650,69,73,78,86,2
7651,86,61,69,73,7
7652,74,68,81,92,2
7653,98,79,77,65,11
7654,90,80,66,100,8
7655,63,77,61,100,10
7656,81,79,93,80,4
7657,98,97,97,67,11
7658,98,84,67,74,11
7659,85,97,100,68,6
7660,75,80,85,84,1
7661,73,90,69,98,10
7662,78,68,90,60,4
7663,79,72,92,69,4
7664,67,72,69,80,10
7665,72,87,90,79,6
7666,70,78,89,91,2
7667,83,97,75,87,9
7668,65,89,74,82,9
7669,100,99,90,71,11
7670,92,62,65,79,7
7671,77,95,87,76,5
7672,81,90,84,67,5
7673,67,99,95,78,5
7674,98,87,71,87,11
7675,74,76,96,66,6
7676,64,66,84,75,1
7677,90,87,66,78,11
7678,74,99,68,96,9
7679,76,75,98,85,1
7680,82,62,61,79,7
7681,67,74,91,71,6
7682,99,63,80,86,7
7683,99,72,68,86,7
7684,93,82,90,94,8
7685,77,89,92,82,6
7686,74,92,94,89,6
7687,90,68,81,80,3
7688,63,71,87,71,6
7689,80,60,92,75,4
7690,84,68,67,63,11
7691,91,84,98,81,4
7692,66,87,73,81,9
7693,88,96,61,66,12
7694,60,80,72,86,10
7695,77,76,93,80,1
7696,94,99,73,60,12
7697,77,99,80,97,9
7698,60,73,76,97,2
7699,65,98,65,83,9
7700,94,66,72,72,3
7701,71,89,97,86,6
7702,81,64,97,98,2
7703,95,96,64,95,12
7704,100,73,71,75,7
7705,88,98,73,80,12
7706,63,77,76,87,10
7707,86,79,77,61,11
7708,97,72,86,62,3
7709,62,74,80,93,2
7710,85,99,63,70,12
7711,69,97,78,95,9
7712,87,96,93,69,5
7713,100,72,66,92,7
7714,71,70,75,73,1
7715,90,81,82,94,8
7716,76,70,69,71,7
7717,77,94,99,98,1
7718,65,65,74,65,4
7719,62,71,88,74,1
7720,72,74,88,94,2
7721,78,94,97,73,6
7722,87,88,97,75,6
7723,92,65,83,100,8
7724,94,80,73,82,7
7725,79,94,98,70,6
7726,79,91,96,71,6
7727,91,97,72,99,10
7728,70,84,97,80,6
7729,62,87,82,95,10
7730,62,95,68,85,9
7731,70,74,74,98,10
7732,100,60,62,97,7
7733,73,64,74,75,2
7734,88,73,81,84,7
7735,99,95,76,87,11
7736,99,83,76,86,7
7737,92,78,92,98,8
7738,67,60,83,80,1
7739,89,83,96,65,4
7740,94,60,94,99,8
7741,88,70,100,80,4
7742,74,90,70,83,9
7743,71,81,82,96,2
7744,88,77,97,94,1
7745,72,89,68,63,12
7746,73,61,74,89,2
7747,84,85,66,77,12
7748,84,77,82,60,3
7749,92,99,87,100,10
7750,84,69,64,73,7
7751,71,67,63,65,11
7752,87,69,67,89,8
7753,77,83,72,72,12
7754,80,64,77,76,3
7755,80,98,94,72,5
7756,97,92,70,74,11
7757,90,95,83,86,12
7758,74,83,82,97,10
7759,86,85,82,93,8
7760,79,69,78,79,7
7761,70,99,65,81,9
7762,78,96,88,75,5
7763,97,99,76,87,12
7764,85,81,100,60,4
7765,95,92,81,64,11
7766,85,72,64,61,11
7767,64,80,66,77,9
7768,99,66,74,87,7
7769,98,84,62,73,11
7770,76,61,91,94,2
7771,75,97,87,83,5
7772,72,86,65,71,12
7773,73,67,89,62,4
7774,64,77,85,88,2
7775,77,76,87,82,1
7776,98,96,66,66,11
7777,72,86,95,61,6
7778,65,80,84,96,2
7779,75,77,82,82,1
7780,67,75,61,60,12
7781,60,98,83,94,9
7782,74,62,99,73,4
7783,64,93,61,89,9
7784,60,62,68,73,2
7785,94,78,66,61,11
7786,91,70,80,92,8
7787,75,78,85,62,6
7788,72,78,81,84,2
7789,60,73,76,79,2
7790,97,85,86,95,7
7791,83,82,73,78,11
7792,78,61,99,82,1
7793,63,79,90,80,1
7794,98,75,75,71,11
7795,95,60,91,61,3
7796,61,62,76,80,2
7797,97,63,86,81,3
7798,94,72,67,94,7
7799,94,65,76,83,7
7800,85,93,62,70,12
7801,72,93,97,80,6
7802,80,82,83,60,6
7803,78,61,86,79,1
7804,88,96,86,97,10
7805,70,64,97,72,1
7806,97,72,81,95,7
7807,69,73,63,87,10
7808,73,85,86,75,6
7809,78,86,80,77,5
7810,76,64,89,90,2
7811,68,63,84,61,4
7812,77,67,95,78,1
7813,69,93,97,61,6
7814,91,86,100,76,4
7815,89,93,89,74,12
7816,94,86,100,74,4
7817,93,69,72,73,7
7818,84,81,72,81,11
7819,96,98,96,97,9
7820,64,61,69,87,2
7821,71,62,63,86,8
7822,74,91,64,77,9
7823,62,91,68,66,5
7824,70,82,94,88,1
7825,84,92,71,68,12
7826,93,64,73,63,3
7827,92,87,75,88,7
7828,83,62,96,85,1
7829,96,78,60,99,8
7830,87,85,68,77,11
7831,79,88,97,63,6
7832,100,94,77,93,11
7833,60,71,73,63,6
7834,96,67,69,71,7
7835,68,98,100,61,6
7836,84,82,93,95,2
7837,85,100,100,76,5
7838,61,79,61,99,10
7839,71,75,85,73,6
7840,68,84,62,100,10
7841,95,76,92,88,3
7842,60,71,95,77,1
7843,99,88,61,96,7
7844,89,83,91,97,2
7845,72,60,68,88,8
7846,67,79,96,68,6
7847,90,64,86,97,8
7848,74,91,98,93,1
7849,89,89,76,61,11
7850,80,66,76,76,3
7851,93,71,61,80,7
7852,60,72,67,64,5
7853,97,70,60,71,7
7854,75,87,65,98,10
7855,64,99,79,62,5
7856,71,65,100,91,1
7857,77,92,100,93,1
7858,71,88,99,75,6
7859,80,61,76,73,3
7860,73,95,88,94,9
7861,100,85,77,89,7
7862,64,79,91,91,1
7863,60,100,67,67,5
7864,99,96,83,67,11
7865,81,72,99,100,2
7866,95,82,88,96,8
7867,87,87,94,84,4
7868,63,99,97,76,5
7869,90,64,64,98,8
7870,79,100,61,91,9
7871,80,88,77,85,9
7872,93,74,80,75,3
7873,99,86,94,82,3
7874,68,100,80,75,5
7875,92,90,75,88,11
7876,73,74,92,78,1
7877,97,77,97,95,3
7878,67,76,70,82,10
7879,92,73,78,65,3
7880,97,85,78,80,11
7881,97,80,68,97,7
7882,97,97,98,85,4
7883,75,67,96,90,1
7884,70,89,90,61,6
7885,70,64,63,97,8
7886,70,75,95,75,6
7887,64,64,76,86,2
7888,84,91,88,95,10
7889,61,63,83,61,6
7890,99,78,93,86,3
7891,68,76,71,64,5
7892,76,94,74,69,12
7893,74,60,87,78,1
7894,69,80,82,96,2
7895,90,79,64,70,11
7896,87,80,98,82,4
7897,71,71,81,89,2
7898,69,75,71,66,5
7899,84,77,70,82,7
7900,63,88,77,69,5
7901,75,64,97,61,4
7902,95,83,65,100,8
7903,97,63,70,71,7
7904,89,69,80,66,3
7905,70,60,60,88,8
7906,69,80,70,60,5
7907,67,63,94,93,1
7908,93,90,62,90,11
7909,94,87,74,89,7
7910,62,88,78,93,10
7911,94,74,99,84,4
7912,68,64,66,95,8
7913,95,96,100,76,6
7914,65,76,80,74,6
7915,82,70,75,84,8
7916,64,89,81,64,5
7917,79,64,96,93,1
7918,100,67,79,96,7
7919,80,73,60,83,8
7920,91,86,100,93,1
7921,66,71,70,92,10
7922,80,80,73,72,11
7923,63,83,70,84,10
7924,61,74,76,75,1
7925,71,98,89,88,5
7926,78,87,74,100,10
7927,63,84,95,76,6
7928,77,79,71,90,10
7929,79,75,90,91,2
7930,60,85,80,72,5
7931,93,82,86,91,7
7932,82,93,72,76,12
7933,67,63,81,64,4
7934,92,86,85,95,8
7935,68,80,81,66,6
7936,68,74,98,98,1
7937,65,93,63,77,9
7938,82,99,77,69,12
7939,88,97,81,73,12
7940,95,92,94,100,8
7941,96,80,75,98,8
7942,67,69,98,89,1
7943,100,64,70,75,7
7944,73,72,92,79,1
7945,87,94,87,62,12
7946,65,79,75,77,9
7947,99,70,91,67,3
7948,81,63,70,68,3
7949,66,74,100,89,1
7950,99,66,96,78,3
7951,89,71,63,69,11
7952,84,79,84,100,8
7953,70,91,62,61,12
7954,71,69,96,81,1
7955,70,98,65,72,9
7956,82,70,64,60,11
7957,95,75,61,77,7
7958,94,85,77,64,11
7959,88,88,79,64,11
7960,100,92,90,79,11
7961,79,73,82,89,2
7962,92,62,64,67,7
7963,100,88,87,86,11
7964,90,71,65,80,7
7965,80,72,96,98,2
7966,81,91,62,94,10
7967,85,94,77,69,12
7968,63,75,79,64,6
7969,66,81,61,72,9
7970,64,85,95,64,6
7971,73,79,89,60,6
7972,71,70,82,67,4
7973,60,68,85,72,1
7974,72,85,73,83,9
7975,65,98,85,75,5
7976,60,65,87,70,1
7977,60,74,78,81,2
7978,78,81,82,66,6
7979,71,65,62,84,8
7980,74,65,76,100,2
7981,67,60,85,69,1
7982,95,85,63,89,7
7983,75,76,74,68,12
7984,74,68,85,69,4
7985,78,95,84,91,9
7986,87,75,67,86,7
7987,75,92,79,63,5
7988,66,95,97,94,6
7989,73,87,78,95,10
7990,90,69,85,60,3
7991,76,70,73,72,3
7992,88,96,80,77,12
7993,96,76,100,72,4
7994,81,65,69,81,7
7995,78,80,81,66,6
7996,82,71,62,84,8
7997,69,69,67,93,8
7998,71,81,96,88,1
7999,79,95,92,80,5
